run_id,seed,acq,iteration,best_value,best_x1,best_x2,best_x3
0,0,TEI,0,3.1416117937407844,9.099536636507699,10.942448414759976,8.154374871981343
0,0,TEI,1,3.1416117937407844,9.099536636507699,10.942448414759976,8.154374871981343
0,0,TEI,2,3.1416117937407844,9.099536636507699,10.942448414759976,8.154374871981343
0,0,TEI,3,3.1416117937407844,9.099536636507699,10.942448414759976,8.154374871981343
0,0,TEI,4,3.1691352417386445,9.34624142472565,11.521822602156188,8.726548072644093
0,0,TEI,5,3.4763073533118116,10.926236891963983,5.0990440135881325,3.6407399777096976
0,0,TEI,6,3.4763073533118116,10.926236891963983,5.0990440135881325,3.6407399777096976
0,0,TEI,7,3.5409405556585822,8.248846598025514,4.814591905753819,3.6046878865192755
0,0,TEI,8,3.642031522369778,9.790222903564075,4.600194155005497,3.754810222924052
0,0,TEI,9,3.80681780833945,10.59518817372418,4.244210018371154,4.4895665601914985
0,0,TEI,10,3.80681780833945,10.59518817372418,4.244210018371154,4.4895665601914985
0,0,TEI,11,3.80681780833945,10.59518817372418,4.244210018371154,4.4895665601914985
0,0,TEI,12,3.9004321291559787,11.454650561300745,4.064058437957537,4.564225290429322
0,0,TEI,13,3.9004321291559787,11.454650561300745,4.064058437957537,4.564225290429322
0,0,TEI,14,3.923927835983099,11.44126408490807,4.156861719579931,4.496250240925817
0,0,TEI,15,4.094823514750331,4.2762194487695115,4.674435290385189,4.08304399836873
0,0,TEI,16,4.135670231273823,3.9381016408618894,3.6073686874434108,4.121935542133005
0,0,TEI,17,4.203327377560155,4.102888501178294,4.176005201137815,3.748899976021362
0,0,TEI,18,4.203327377560155,4.102888501178294,4.176005201137815,3.748899976021362
0,0,TEI,19,4.231871402039447,3.910378972798037,4.279741945211162,4.0488125029190245
0,0,TEI,20,4.231871402039447,3.910378972798037,4.279741945211162,4.0488125029190245
0,0,TEI,21,4.242388915625752,4.000812754270459,4.062275168395129,4.293351440680674
0,0,TEI,22,4.242388915625752,4.000812754270459,4.062275168395129,4.293351440680674
0,0,TEI,23,4.2649169321667095,4.134180250577934,4.0932063869376325,4.022478204107997
0,0,TEI,24,4.2649169321667095,4.134180250577934,4.0932063869376325,4.022478204107997
0,0,TEI,25,4.2649169321667095,4.134180250577934,4.0932063869376325,4.022478204107997
1,1,TEI,0,3.616167873236414,4.945975747486383,11.826430551426064,4.547922439374675
1,1,TEI,1,3.616167873236414,4.945975747486383,11.826430551426064,4.547922439374675
1,1,TEI,2,3.616167873236414,4.945975747486383,11.826430551426064,4.547922439374675
1,1,TEI,3,3.616167873236414,4.945975747486383,11.826430551426064,4.547922439374675
1,1,TEI,4,3.616167873236414,4.945975747486383,11.826430551426064,4.547922439374675
1,1,TEI,5,3.616167873236414,4.945975747486383,11.826430551426064,4.547922439374675
1,1,TEI,6,4.00003829090943,4.088589905655188,4.034621686885873,11.365011440714747
1,1,TEI,7,4.00003829090943,4.088589905655188,4.034621686885873,11.365011440714747
1,1,TEI,8,4.00003829090943,4.088589905655188,4.034621686885873,11.365011440714747
1,1,TEI,9,4.001316518364829,4.092351043712503,3.9558953526171,11.512991177074795
1,1,TEI,10,4.001316518364829,4.092351043712503,3.9558953526171,11.512991177074795
1,1,TEI,11,4.001316518364829,4.092351043712503,3.9558953526171,11.512991177074795
